,Dataset,N,Omega,D
0,biotech,32981,0.02,2418.0
0,biotech,33001,0.02,2418.0
0,biotech,33021,0.04,2418.0
0,biotech,33041,0.02,2419.0
0,biotech,33061,0.02,2419.0
0,biotech,33141,0.02,2420.0
0,biotech,33161,0.04,2420.0
0,biotech,33181,0.02,2421.0
0,biotech,33281,0.04,2422.0
0,biotech,33301,0.04,2422.0
0,biotech,33321,0.04,2422.0
0,biotech,33381,0.02,2424.0
0,biotech,33401,0.04,2424.0
0,biotech,33421,0.02,2425.0
0,biotech,33441,0.02,2425.0
0,biotech,33501,0.04,2426.0
0,biotech,33521,0.04,2426.0
0,biotech,33541,0.04,2427.0
0,biotech,33561,0.04,2428.0
0,biotech,33581,0.04,2429.0
0,biotech,33601,0.04,2429.0
0,biotech,33621,0.02,2431.0
0,biotech,33641,0.04,2431.0
0,biotech,33661,0.06,2431.0
0,biotech,33681,0.04,2433.0
0,biotech,33701,0.04,2433.0
0,biotech,33721,0.02,2434.0
0,biotech,33781,0.02,2435.0
0,biotech,33801,0.04,2435.0
0,biotech,33821,0.06,2435.0
0,biotech,33841,0.02,2437.0
0,biotech,33861,0.02,2438.0
0,biotech,33881,0.02,2438.0
0,biotech,33901,0.02,2438.0
0,biotech,33941,0.02,2439.0
0,biotech,33961,0.04,2439.0
0,biotech,33981,0.02,2440.0
0,biotech,34001,0.02,2441.0
0,biotech,34161,0.02,2441.0
0,biotech,34181,0.02,2441.0
0,biotech,34221,0.02,2442.0
0,biotech,34241,0.02,2442.0
0,biotech,34261,0.02,2442.0
0,biotech,34421,0.02,2443.0
0,biotech,34441,0.04,2443.0
0,biotech,34461,0.02,2444.0
0,biotech,34481,0.06,2444.0
0,biotech,34501,0.04,2445.0
0,biotech,34521,0.06,2446.0
0,biotech,34541,0.06,2447.0
0,biotech,34561,0.08,2448.0
0,biotech,34581,0.08,2450.0
0,biotech,34601,0.06,2451.0
0,biotech,34621,0.04,2453.0
0,biotech,34641,0.02,2454.0
0,biotech,34681,0.02,2455.0
0,biotech,34701,0.02,2455.0
0,biotech,34721,0.06,2455.0
0,biotech,34741,0.06,2456.0
0,biotech,34761,0.08,2457.0
0,biotech,34781,0.06,2459.0
0,biotech,34801,0.02,2461.0
0,biotech,34821,0.04,2461.0
0,biotech,34841,0.02,2462.0
0,biotech,34861,0.04,2462.0
